vehicle_id,category,brand,model_year,base_daily_rate,start_date,end_date,rental_length_days,day_of_week,month,city,avg_temp,rain,wind,avg_competitor_price,demand_index,final_daily_price
VEH-1071,SUV,Hyundai,2023,203,2023-06-22,2023-06-29,7,3,6,Riyadh,34.96,0.19,14.29,192.84,0.099,231.73
VEH-1072,Economy,Kia,2022,93,2023-05-23,2023-05-27,4,1,5,Dammam,42.11,0.12,13.86,57.08,0.561,124.45
VEH-1073,Luxury,Mercedes,2022,531,2023-06-11,2023-06-12,1,6,6,Tabuk,28.24,1.75,27.33,513.44,0.123,546.19
VEH-1074,SUV,Ford,2021,220,2023-11-30,2023-12-02,2,3,11,Makkah,29.99,0.94,14.39,188.83,0.581,224.49
VEH-1075,Van,Ford,2017,205,2023-06-12,2023-06-21,9,0,6,Makkah,36.83,4.11,21.62,171.8,0.177,220.6
VEH-1076,Economy,Mercedes,2021,77,2023-12-12,2023-12-24,12,1,12,Khobar,44.02,3.93,10.06,83.4,0.423,144.78
VEH-1077,Van,Toyota,2016,185,2023-01-18,2023-01-21,3,2,1,Makkah,31.77,1.77,14.99,172.24,0.316,195.73
VEH-1078,Sedan,BMW,2018,122,2023-07-19,2023-08-01,13,2,7,Makkah,29.68,12.43,11.31,123.17,0.17,178.89
VEH-1079,Van,Kia,2020,222,2023-04-26,2023-05-01,5,2,4,Dammam,38.37,1.27,18.68,197.01,0.362,246.04
VEH-1080,Sedan,Toyota,2021,136,2023-12-31,2024-01-02,2,6,12,Riyadh,26.98,1.84,21.55,154.93,0.275,182.47
VEH-1081,SUV,Mercedes,2015,241,2023-10-22,2023-11-02,11,6,10,Khobar,34.99,5.28,23.68,227.24,0.273,239.45
VEH-1082,Luxury,Hyundai,2019,535,2023-06-09,2023-06-21,12,4,6,Khobar,33.04,0.61,7.67,537.34,0.314,565.62
VEH-1083,Sedan,Toyota,2019,136,2023-08-17,2023-08-20,3,3,8,Jeddah,32.73,2.17,9.99,113.37,0.464,136.8
VEH-1084,Sedan,Nissan,2016,149,2023-09-16,2023-09-26,10,5,9,Tabuk,34.88,0.78,15.01,149.11,0.256,216.13
VEH-1085,SUV,Hyundai,2022,229,2023-01-07,2023-01-17,10,5,1,Khobar,26.39,2.09,25.08,214.43,0.346,290.47
VEH-1086,Sedan,Hyundai,2018,100,2023-01-25,2023-02-04,10,2,1,Khobar,25.26,1.97,24.37,75.31,0.219,110.07
VEH-1087,Sedan,Toyota,2020,133,2023-08-19,2023-08-23,4,5,8,Khobar,38.6,6.8,15.98,94.73,0.338,148.64
VEH-1088,Luxury,Ford,2016,490,2023-03-09,2023-03-19,10,3,3,Jeddah,27.87,7.16,24.32,471.08,0.18,494.23
VEH-1089,Van,BMW,2020,238,2023-06-10,2023-06-17,7,5,6,Riyadh,37.6,2.17,18.99,225.99,0.072,251.76
VEH-1090,Economy,Kia,2016,117,2023-10-23,2023-11-01,9,0,10,Riyadh,48.11,5.17,19.37,111.3,0.183,158.83
VEH-1091,SUV,Kia,2019,209,2023-04-17,2023-04-28,11,0,4,Dammam,22.07,3.92,16.37,221.64,0.293,267.1
VEH-1092,Van,Ford,2020,222,2023-12-21,2024-01-03,13,3,12,Tabuk,24.13,2.64,27.05,213.83,0.364,279.41
VEH-1093,Van,Ford,2019,197,2023-07-24,2023-08-04,11,0,7,Khobar,21.37,1.54,15.66,205.83,0.518,263.82
VEH-1094,Van,BMW,2016,239,2023-05-31,2023-06-07,7,2,5,Khobar,30.88,5.83,21.04,253.42,0.135,276.04
VEH-1095,SUV,Mercedes,2019,226,2023-04-13,2023-04-14,1,3,4,Khobar,35.71,3.72,13.7,245.12,0.228,268.04
VEH-1096,Van,Mercedes,2022,260,2023-08-16,2023-08-26,10,2,8,Jeddah,31.47,0.68,12.24,244.76,0.146,267.28
VEH-1097,Economy,Mercedes,2018,75,2023-07-19,2023-07-31,12,2,7,Riyadh,26.18,1.68,7.01,61.79,0.506,143.16
VEH-1098,Sedan,BMW,2021,110,2023-06-14,2023-06-22,8,2,6,Dammam,21.69,0.53,9.12,136.49,0.284,165.55
VEH-1099,Van,Mercedes,2020,211,2023-08-04,2023-08-10,6,4,8,Dammam,33.47,1.61,20.63,195.19,0.208,243.71
VEH-1100,SUV,Hyundai,2019,150,2023-08-10,2023-08-13,3,3,8,Tabuk,41.01,4.2,14.36,161.26,0.09,177.35
VEH-1101,Sedan,Toyota,2015,114,2023-10-13,2023-10-26,13,4,10,Jeddah,27.92,3.82,22.17,93.4,0.545,183.29
VEH-1102,Luxury,Ford,2018,535,2023-08-30,2023-09-08,9,2,8,Dammam,21.41,4.52,21.55,566.08,0.413,591.64
VEH-1103,Sedan,BMW,2021,107,2023-08-04,2023-08-05,1,4,8,Madinah,17.69,7.4,20.71,93.46,0.448,125.16
VEH-1104,Van,Mercedes,2015,251,2023-01-10,2023-01-12,2,1,1,Dammam,38.75,5.58,18.09,237.57,0.654,324.25
VEH-1105,Economy,Toyota,2016,72,2023-07-25,2023-08-04,10,1,7,Makkah,26.15,4.19,20.8,66.65,0.089,92.07
VEH-1106,Van,Toyota,2015,259,2023-05-04,2023-05-13,9,3,5,Madinah,48.49,2.23,10.76,250.26,0.433,308.22
VEH-1107,SUV,Nissan,2017,236,2023-02-22,2023-03-07,13,2,2,Jeddah,40.2,0.56,16.68,259.06,0.112,308.25
VEH-1108,Van,Nissan,2017,266,2023-05-09,2023-05-11,2,1,5,Madinah,30.65,1.63,28.62,222.41,0.281,277.83
VEH-1109,Sedan,Ford,2018,134,2023-04-19,2023-05-01,12,2,4,Tabuk,40.99,4.45,18.42,122.63,0.365,161.44
VEH-1110,Van,Hyundai,2017,191,2023-12-01,2023-12-07,6,4,12,Jeddah,34.2,2.53,7.82,198.17,0.324,225.47
VEH-1111,Van,Ford,2020,240,2023-09-01,2023-09-09,8,4,9,Tabuk,35.13,3.48,32.2,255.3,0.437,282.73
VEH-1112,Luxury,Toyota,2019,382,2023-05-16,2023-05-26,10,1,5,Tabuk,36.15,2.96,23.74,378.04,0.225,413.8
VEH-1113,Economy,Kia,2017,107,2023-01-15,2023-01-16,1,6,1,Jeddah,38.37,0.22,11.92,101.45,0.371,111.2
VEH-1114,SUV,Mercedes,2015,219,2023-10-10,2023-10-20,10,1,10,Jeddah,30.47,1.03,20.58,213.2,0.154,227.91
VEH-1115,Sedan,Nissan,2017,104,2023-02-01,2023-02-10,9,2,2,Tabuk,38.92,8.62,14.97,84.27,0.319,163.77
VEH-1116,Economy,BMW,2017,98,2023-11-06,2023-11-14,8,0,11,Riyadh,26.35,1.25,6.43,94.97,0.401,114.2
VEH-1117,SUV,Nissan,2017,154,2023-10-14,2023-10-26,12,5,10,Dammam,26.85,1.26,18.1,171.68,0.714,197.29
VEH-1118,Van,Nissan,2022,209,2023-02-18,2023-03-01,11,5,2,Madinah,27.49,2.39,19.56,205.72,0.042,212.24
VEH-1119,Luxury,Kia,2017,411,2023-06-06,2023-06-13,7,1,6,Jeddah,32.6,8.1,19.33,429.88,0.518,459.69
VEH-1120,Luxury,Toyota,2020,545,2023-03-07,2023-03-11,4,1,3,Dammam,35.65,4.78,9.43,482.75,0.336,541.9
VEH-1121,Sedan,Toyota,2020,124,2023-10-10,2023-10-23,13,1,10,Tabuk,24.32,5.41,19.3,103.35,0.584,189.18
VEH-1122,Economy,Kia,2019,91,2023-04-10,2023-04-23,13,0,4,Jeddah,35.51,1.54,16.68,55.85,0.522,112.87
VEH-1123,Economy,Toyota,2022,113,2023-03-05,2023-03-14,9,6,3,Dammam,18.76,2.78,38.31,112.27,0.33,112.81
VEH-1124,Luxury,Nissan,2022,400,2023-10-16,2023-10-29,13,0,10,Tabuk,45.61,2.43,14.35,399.07,0.156,452.93
VEH-1125,Luxury,Hyundai,2019,501,2023-05-31,2023-06-06,6,2,5,Jeddah,21.16,1.78,13.49,464.91,0.183,504.55
VEH-1126,Economy,Mercedes,2017,118,2023-11-14,2023-11-17,3,1,11,Dammam,34.98,10.57,26.64,103.16,0.337,154.95
VEH-1127,SUV,Mercedes,2016,248,2023-06-14,2023-06-19,5,2,6,Khobar,50.69,0.56,22.81,233.09,0.244,287.37
VEH-1128,SUV,Nissan,2017,212,2023-09-05,2023-09-10,5,1,9,Tabuk,20.26,8.04,17.77,212.34,0.522,245.74
VEH-1129,Economy,Nissan,2021,107,2023-02-06,2023-02-09,3,0,2,Dammam,32.57,1.47,27.95,80.26,0.12,105.97
VEH-1130,Sedan,Hyundai,2015,145,2023-04-19,2023-04-21,2,2,4,Madinah,23.35,0.47,18.69,136.65,0.082,164.53
VEH-1131,Van,Kia,2021,221,2023-05-16,2023-05-18,2,1,5,Khobar,31.24,6.7,25.06,217.71,0.093,239.41
VEH-1132,SUV,Mercedes,2023,167,2023-08-31,2023-09-01,1,3,8,Makkah,32.86,2.47,12.52,160.26,0.303,197.64
VEH-1133,Van,Nissan,2017,188,2023-02-05,2023-02-12,7,6,2,Jeddah,32.3,3.78,11.61,176.76,0.27,215.07
VEH-1134,Sedan,Mercedes,2016,128,2023-09-01,2023-09-02,1,4,9,Madinah,30.04,0.3,17.12,124.59,0.405,156.33
VEH-1135,SUV,Kia,2019,216,2023-10-27,2023-11-02,6,4,10,Madinah,28.3,3.25,33.69,232.56,0.15,258.06
VEH-1136,SUV,BMW,2016,232,2023-08-07,2023-08-08,1,0,8,Khobar,27.84,3.22,33.29,243.21,0.132,255.3
VEH-1137,Sedan,BMW,2018,149,2023-04-27,2023-05-08,11,3,4,Madinah,38.12,1.46,13.72,139.44,0.482,195.0
VEH-1138,Sedan,Mercedes,2022,112,2023-02-24,2023-02-25,1,4,2,Riyadh,26.8,1.65,16.78,86.83,0.279,115.4
VEH-1139,Economy,BMW,2021,86,2023-12-19,2023-12-29,10,1,12,Madinah,25.44,8.47,19.13,88.8,0.183,114.06
VEH-1140,Luxury,Kia,2020,468,2023-09-08,2023-09-16,8,4,9,Khobar,30.76,0.74,19.39,452.95,0.448,525.43
VEH-1141,Sedan,Toyota,2018,144,2023-06-10,2023-06-12,2,5,6,Madinah,25.6,1.52,16.03,157.15,0.371,180.75
VEH-1142,Sedan,Kia,2017,104,2023-01-16,2023-01-19,3,0,1,Jeddah,35.08,1.12,14.91,129.25,0.125,132.24
VEH-1143,SUV,BMW,2020,152,2023-04-10,2023-04-23,13,0,4,Madinah,24.46,5.86,20.61,153.86,0.117,161.65
VEH-1144,SUV,Mercedes,2021,191,2023-03-25,2023-04-06,12,5,3,Dammam,23.03,0.13,18.7,174.38,0.259,224.83
VEH-1145,Economy,Nissan,2018,71,2023-10-10,2023-10-21,11,1,10,Makkah,32.98,7.14,21.49,106.1,0.039,119.61
VEH-1146,Economy,Hyundai,2018,93,2023-04-11,2023-04-24,13,1,4,Dammam,33.62,11.3,21.4,84.39,0.252,147.63
VEH-1147,Van,Kia,2019,251,2023-04-28,2023-04-30,2,4,4,Madinah,40.5,7.3,22.3,254.41,0.443,308.67
VEH-1148,Sedan,Nissan,2020,126,2023-08-20,2023-08-26,6,6,8,Tabuk,23.99,2.61,20.33,114.33,0.316,164.91
VEH-1149,Luxury,BMW,2021,330,2023-10-01,2023-10-12,11,6,10,Jeddah,37.4,3.03,17.98,339.54,0.209,375.71
VEH-1150,Economy,BMW,2019,93,2023-02-11,2023-02-12,1,5,2,Makkah,29.15,11.14,31.04,98.23,0.48,152.78
VEH-1151,Sedan,Ford,2019,138,2023-07-11,2023-07-13,2,1,7,Dammam,43.07,0.78,19.98,157.65,0.247,186.79
VEH-1152,Van,Toyota,2019,209,2023-05-27,2023-06-06,10,5,5,Makkah,33.13,2.18,12.02,219.17,0.668,264.66
VEH-1153,SUV,Hyundai,2023,203,2023-02-10,2023-02-15,5,4,2,Makkah,35.04,13.0,18.4,204.24,0.379,220.02
VEH-1154,Van,Toyota,2021,256,2023-08-22,2023-09-01,10,1,8,Jeddah,18.09,3.22,13.34,243.88,0.468,304.85
VEH-1155,Sedan,Hyundai,2023,120,2023-04-02,2023-04-07,5,6,4,Madinah,33.56,7.44,16.43,132.35,0.43,176.47
VEH-1156,Economy,BMW,2023,89,2023-01-21,2023-01-29,8,5,1,Makkah,38.63,1.9,19.39,91.66,0.63,148.85
VEH-1157,Luxury,Nissan,2020,556,2023-09-19,2023-09-26,7,1,9,Makkah,33.68,8.68,16.13,593.69,0.44,641.13
VEH-1158,Luxury,Nissan,2017,342,2023-09-14,2023-09-19,5,3,9,Khobar,31.92,3.9,18.31,327.94,0.496,378.28
VEH-1159,Economy,Ford,2017,111,2023-12-23,2023-12-30,7,5,12,Madinah,30.97,6.92,11.58,87.2,0.242,115.76
VEH-1160,Economy,Hyundai,2016,92,2023-11-22,2023-11-23,1,2,11,Riyadh,42.9,4.88,16.66,89.0,0.289,121.73
VEH-1161,Sedan,Mercedes,2017,103,2023-08-04,2023-08-16,12,4,8,Tabuk,26.04,1.34,24.99,97.28,0.396,152.09
VEH-1162,Van,Mercedes,2023,224,2023-01-24,2023-01-27,3,1,1,Jeddah,20.35,4.46,14.33,206.25,0.038,236.89
VEH-1163,Van,BMW,2017,191,2023-12-17,2023-12-26,9,6,12,Tabuk,34.86,0.81,11.58,159.47,0.062,175.43
VEH-1164,Van,Nissan,2022,203,2023-05-09,2023-05-10,1,1,5,Madinah,33.45,5.29,18.1,229.67,0.564,290.4
VEH-1165,Sedan,Mercedes,2020,101,2023-03-13,2023-03-24,11,0,3,Makkah,36.45,0.78,11.27,99.94,0.155,145.07
VEH-1166,Luxury,Hyundai,2017,499,2023-05-31,2023-06-02,2,2,5,Jeddah,42.05,2.03,17.23,472.16,0.163,500.99
VEH-1167,Sedan,Toyota,2020,101,2023-03-14,2023-03-20,6,1,3,Tabuk,35.62,1.41,23.54,98.81,0.29,138.07
VEH-1168,Sedan,Nissan,2021,144,2023-09-22,2023-10-05,13,4,9,Riyadh,27.96,3.83,28.36,155.59,0.444,183.28
VEH-1169,SUV,BMW,2021,180,2023-10-13,2023-10-17,4,4,10,Jeddah,21.48,1.9,7.83,214.74,0.353,222.29
VEH-1170,Van,Toyota,2020,205,2023-09-07,2023-09-18,11,3,9,Jeddah,34.25,5.68,24.83,239.27,0.18,263.52
VEH-1171,Van,Kia,2023,237,2023-04-05,2023-04-09,4,2,4,Madinah,21.58,4.93,17.23,254.67,0.586,316.28
VEH-1172,Luxury,Nissan,2021,301,2023-05-30,2023-06-08,9,1,5,Madinah,49.53,3.54,17.81,309.43,0.084,342.89
VEH-1173,SUV,BMW,2015,158,2023-12-11,2023-12-16,5,0,12,Madinah,46.68,0.68,16.98,173.48,0.38,198.45
VEH-1174,Sedan,Ford,2022,137,2023-09-19,2023-09-21,2,1,9,Tabuk,37.14,0.93,21.19,100.95,0.267,130.98
VEH-1175,Economy,BMW,2018,95,2023-11-20,2023-11-27,7,0,11,Jeddah,31.29,4.61,14.65,100.94,0.717,130.17
VEH-1176,SUV,Toyota,2018,239,2023-11-25,2023-12-03,8,5,11,Khobar,20.27,3.79,15.56,235.68,0.152,269.1
VEH-1177,Luxury,Mercedes,2018,336,2023-11-13,2023-11-15,2,0,11,Jeddah,28.22,0.07,19.66,370.07,0.25,407.82
VEH-1178,Sedan,Hyundai,2018,147,2023-01-04,2023-01-05,1,2,1,Dammam,28.01,1.6,16.09,137.27,0.3,122.59
VEH-1179,Luxury,Toyota,2019,364,2023-09-17,2023-09-21,4,6,9,Khobar,35.8,1.4,12.3,393.98,0.564,446.88
VEH-1180,Luxury,Kia,2022,411,2023-08-27,2023-08-30,3,6,8,Jeddah,21.06,1.7,15.13,376.87,0.375,402.75
VEH-1181,Van,Hyundai,2021,224,2023-07-15,2023-07-18,3,5,7,Madinah,25.37,10.6,32.78,257.98,0.417,296.0
VEH-1182,SUV,Nissan,2021,235,2023-09-03,2023-09-16,13,6,9,Makkah,16.61,1.83,14.55,220.37,0.044,245.95
VEH-1183,Van,Nissan,2018,271,2023-03-31,2023-04-04,4,4,3,Makkah,34.08,6.48,12.37,274.23,0.629,359.6
VEH-1184,Van,Kia,2019,194,2023-04-15,2023-04-19,4,5,4,Khobar,36.62,0.69,13.32,202.03,0.489,251.74
VEH-1185,Van,Nissan,2023,204,2023-01-22,2023-01-30,8,6,1,Dammam,42.1,4.08,29.75,184.77,0.234,224.65
VEH-1186,Van,Hyundai,2016,260,2023-03-09,2023-03-13,4,3,3,Jeddah,38.0,0.37,16.07,263.81,0.283,303.75
VEH-1187,Luxury,Toyota,2018,416,2023-06-28,2023-06-29,1,2,6,Riyadh,28.98,2.4,15.43,390.35,0.128,412.3
VEH-1188,Van,Mercedes,2016,263,2023-05-14,2023-05-16,2,6,5,Khobar,29.05,4.52,8.86,266.61,0.552,304.53
VEH-1189,SUV,Nissan,2023,177,2023-04-24,2023-05-06,12,0,4,Riyadh,16.42,6.42,8.55,219.58,0.271,229.56
VEH-1190,Luxury,Nissan,2018,311,2023-11-08,2023-11-14,6,2,11,Jeddah,35.67,1.57,10.95,301.53,0.223,355.38
VEH-1191,Luxury,Kia,2023,585,2023-03-08,2023-03-19,11,2,3,Dammam,33.5,11.7,17.53,607.33,0.54,702.89
VEH-1192,Van,BMW,2016,275,2023-08-02,2023-08-10,8,2,8,Jeddah,33.62,10.43,20.22,282.16,0.192,316.0
VEH-1193,SUV,Ford,2020,236,2023-12-16,2023-12-22,6,5,12,Riyadh,33.13,1.98,19.33,243.93,0.303,278.71
VEH-1194,Economy,BMW,2015,102,2023-05-29,2023-06-02,4,0,5,Jeddah,32.42,3.49,17.42,119.49,0.159,120.27
VEH-1195,Sedan,Kia,2022,141,2023-03-02,2023-03-09,7,3,3,Tabuk,31.3,3.58,14.84,144.74,0.279,185.48
VEH-1196,Luxury,Ford,2018,533,2023-05-04,2023-05-15,11,3,5,Khobar,40.51,3.11,26.74,515.69,0.148,562.12
VEH-1197,Luxury,Ford,2019,404,2023-09-29,2023-09-30,1,4,9,Riyadh,26.2,7.11,2.83,424.26,0.183,413.51
VEH-1198,Van,BMW,2019,248,2023-05-15,2023-05-18,3,0,5,Jeddah,28.37,6.67,13.35,254.46,0.241,270.96
VEH-1199,Luxury,Hyundai,2020,370,2023-07-01,2023-07-07,6,5,7,Makkah,34.14,3.95,19.2,341.55,0.549,400.61
VEH-1200,Luxury,Mercedes,2021,421,2023-12-06,2023-12-16,10,2,12,Riyadh,43.35,9.26,9.58,446.83,0.613,528.86
VEH-1201,Economy,BMW,2019,77,2023-11-29,2023-12-08,9,2,11,Jeddah,32.34,6.85,21.13,79.95,0.393,153.86
VEH-1202,Sedan,Mercedes,2019,144,2023-10-20,2023-11-01,12,4,10,Tabuk,34.96,0.44,21.49,172.54,0.465,239.6
VEH-1203,Luxury,Kia,2019,404,2023-05-13,2023-05-22,9,5,5,Makkah,27.91,0.29,12.94,384.17,0.254,420.4
VEH-1204,Luxury,Ford,2016,598,2023-11-15,2023-11-21,6,2,11,Jeddah,26.98,2.9,16.58,556.94,0.146,597.04
VEH-1205,Luxury,Hyundai,2017,486,2023-04-21,2023-04-30,9,4,4,Riyadh,30.04,3.67,19.18,508.56,0.232,563.81
VEH-1206,Van,Mercedes,2020,264,2023-09-28,2023-10-07,9,3,9,Khobar,22.42,6.22,9.17,259.58,0.216,269.57
VEH-1207,Van,Hyundai,2018,230,2023-04-05,2023-04-16,11,2,4,Madinah,44.59,0.77,18.03,237.87,0.275,275.71
VEH-1208,SUV,Ford,2021,222,2023-10-02,2023-10-13,11,0,10,Tabuk,33.43,0.75,19.47,243.11,0.261,272.06
VEH-1209,Luxury,Mercedes,2022,381,2023-02-10,2023-02-13,3,4,2,Dammam,30.27,1.79,21.36,351.46,0.493,390.92
VEH-1210,Economy,Hyundai,2023,95,2023-08-19,2023-08-31,12,5,8,Dammam,26.97,4.61,12.98,62.8,0.141,103.14
VEH-1211,Sedan,Mercedes,2018,121,2023-02-24,2023-03-05,9,4,2,Madinah,29.71,3.4,12.97,129.21,0.215,158.85
VEH-1212,Luxury,BMW,2021,446,2023-03-09,2023-03-21,12,3,3,Tabuk,23.41,1.97,25.14,481.23,0.24,495.98
VEH-1213,Sedan,Hyundai,2019,128,2023-08-06,2023-08-15,9,6,8,Dammam,26.84,5.41,16.14,108.44,0.156,172.37
VEH-1214,Sedan,Nissan,2022,134,2023-04-22,2023-04-30,8,5,4,Madinah,30.65,2.48,26.43,132.79,0.339,178.5
VEH-1215,SUV,BMW,2019,233,2023-12-07,2023-12-16,9,3,12,Jeddah,35.21,2.69,20.82,239.72,0.36,283.31
VEH-1216,Sedan,Ford,2022,113,2023-11-05,2023-11-06,1,6,11,Riyadh,40.45,3.81,9.9,118.07,0.311,128.46
VEH-1217,Sedan,Toyota,2021,102,2023-06-11,2023-06-15,4,6,6,Makkah,43.7,0.47,7.2,113.73,0.07,145.82
VEH-1218,Luxury,BMW,2023,432,2023-12-19,2023-12-27,8,1,12,Khobar,37.39,2.87,21.12,418.31,0.371,474.96
VEH-1219,Economy,BMW,2020,88,2023-09-30,2023-10-03,3,5,9,Jeddah,31.75,5.47,18.29,88.85,0.169,108.61
VEH-1220,Sedan,Mercedes,2018,128,2023-08-31,2023-09-02,2,3,8,Tabuk,34.52,2.47,22.38,122.42,0.551,178.02
VEH-1221,Luxury,Ford,2021,485,2023-03-02,2023-03-08,6,3,3,Makkah,25.72,3.07,23.99,500.29,0.359,555.47
VEH-1222,Luxury,Kia,2021,457,2023-11-21,2023-11-27,6,1,11,Madinah,37.02,0.87,23.39,451.18,0.169,477.4
VEH-1223,Economy,Hyundai,2023,87,2023-12-16,2023-12-17,1,5,12,Dammam,26.48,0.21,21.72,93.36,0.293,133.13
VEH-1224,SUV,Nissan,2022,247,2023-01-05,2023-01-16,11,3,1,Khobar,24.11,3.17,29.55,260.84,0.526,325.47
VEH-1225,Luxury,Mercedes,2015,329,2023-03-26,2023-03-31,5,6,3,Tabuk,40.93,0.87,21.68,332.04,0.286,363.52
VEH-1226,Luxury,Toyota,2017,468,2023-02-11,2023-02-16,5,5,2,Makkah,34.21,4.08,20.54,456.8,0.316,517.75
VEH-1227,SUV,Kia,2019,186,2023-12-05,2023-12-17,12,1,12,Dammam,36.41,2.12,19.03,194.99,0.073,225.21
VEH-1228,Luxury,Ford,2022,416,2023-08-28,2023-08-30,2,0,8,Madinah,28.53,0.51,23.21,407.21,0.555,446.04
VEH-1229,Sedan,Hyundai,2022,106,2023-01-07,2023-01-20,13,5,1,Riyadh,26.02,0.33,19.84,119.57,0.147,150.44
VEH-1230,Sedan,Toyota,2015,115,2023-04-14,2023-04-26,12,4,4,Tabuk,40.5,1.47,22.01,102.21,0.39,200.67
VEH-1231,SUV,Nissan,2017,213,2023-03-09,2023-03-20,11,3,3,Khobar,39.41,0.64,19.09,240.2,0.151,250.55
VEH-1232,Luxury,Ford,2023,455,2023-05-12,2023-05-14,2,4,5,Makkah,32.88,0.6,19.42,478.03,0.091,491.52
VEH-1233,SUV,Mercedes,2022,198,2023-06-03,2023-06-12,9,5,6,Makkah,39.36,3.71,21.17,167.63,0.258,228.99
VEH-1234,SUV,Mercedes,2015,156,2023-04-14,2023-04-16,2,4,4,Makkah,40.38,0.64,19.65,147.31,0.338,178.5
VEH-1235,Luxury,BMW,2018,440,2023-07-15,2023-07-22,7,5,7,Jeddah,34.04,0.73,21.12,460.66,0.144,478.14
VEH-1236,Economy,Nissan,2019,84,2023-06-01,2023-06-04,3,3,6,Madinah,34.5,0.6,12.35,88.62,0.119,114.68
VEH-1237,Van,Toyota,2022,204,2023-08-26,2023-09-04,9,5,8,Khobar,28.33,1.66,0.01,195.91,0.513,258.86
VEH-1238,Economy,Ford,2019,77,2023-11-06,2023-11-12,6,0,11,Tabuk,15.28,3.97,17.83,39.52,0.716,126.0
VEH-1239,Sedan,Hyundai,2019,136,2023-01-20,2023-01-29,9,4,1,Madinah,29.51,5.04,16.29,126.55,0.337,176.99
VEH-1240,Van,Toyota,2015,219,2023-06-27,2023-06-28,1,1,6,Jeddah,32.1,0.06,26.34,174.33,0.292,222.3
VEH-1241,SUV,Mercedes,2019,182,2023-12-10,2023-12-15,5,6,12,Madinah,22.84,0.32,11.81,198.93,0.204,211.37
VEH-1242,Luxury,Mercedes,2015,512,2023-11-02,2023-11-04,2,3,11,Jeddah,30.11,9.12,25.66,495.14,0.205,532.54
VEH-1243,SUV,Mercedes,2018,230,2023-05-28,2023-06-04,7,6,5,Dammam,32.05,1.81,25.53,269.37,0.387,280.4
VEH-1244,Luxury,Kia,2021,588,2023-06-29,2023-07-03,4,3,6,Riyadh,41.1,5.06,20.21,585.78,0.287,610.36
VEH-1245,Sedan,Toyota,2017,115,2023-04-12,2023-04-25,13,2,4,Khobar,37.45,4.63,16.17,104.12,0.293,150.45
VEH-1246,Luxury,BMW,2018,579,2023-09-11,2023-09-20,9,0,9,Riyadh,38.8,2.16,22.76,579.1,0.467,618.87
VEH-1247,SUV,Mercedes,2020,152,2023-04-10,2023-04-11,1,0,4,Khobar,33.76,2.71,22.68,154.49,0.11,160.48
VEH-1248,Luxury,BMW,2017,575,2023-03-26,2023-03-31,5,6,3,Riyadh,34.92,3.85,19.46,571.65,0.601,607.07
VEH-1249,Economy,Nissan,2015,118,2023-01-27,2023-02-03,7,4,1,Makkah,29.17,9.16,19.78,121.21,0.12,144.91
VEH-1250,Luxury,Hyundai,2017,546,2023-06-16,2023-06-25,9,4,6,Tabuk,30.35,0.2,15.14,560.08,0.248,587.92
VEH-1251,SUV,Mercedes,2019,199,2023-12-22,2023-12-23,1,4,12,Khobar,33.61,4.97,27.17,221.35,0.412,243.62
VEH-1252,SUV,Toyota,2015,199,2023-10-06,2023-10-08,2,4,10,Tabuk,40.41,6.69,20.99,198.01,0.316,238.46
VEH-1253,SUV,Hyundai,2017,162,2023-11-19,2023-11-27,8,6,11,Makkah,31.08,0.7,28.73,130.27,0.051,175.96
VEH-1254,Sedan,Kia,2017,138,2023-03-27,2023-04-08,12,0,3,Tabuk,29.01,6.45,23.14,126.5,0.458,178.99
VEH-1255,Van,Ford,2017,218,2023-12-22,2024-01-02,11,4,12,Riyadh,32.07,1.81,29.48,201.49,0.161,243.07
VEH-1256,Economy,Ford,2021,104,2023-12-24,2023-12-28,4,6,12,Khobar,43.5,2.5,14.35,106.34,0.339,131.27
VEH-1257,SUV,Mercedes,2017,161,2023-09-14,2023-09-23,9,3,9,Jeddah,38.15,1.06,12.99,136.18,0.458,198.73
VEH-1258,Economy,BMW,2022,97,2023-12-09,2023-12-16,7,5,12,Riyadh,28.98,0.02,12.86,90.6,0.362,154.17
VEH-1259,Luxury,Toyota,2017,415,2023-10-19,2023-10-22,3,3,10,Khobar,18.89,3.26,21.92,387.98,0.407,402.64
VEH-1260,SUV,BMW,2023,249,2023-03-21,2023-04-03,13,1,3,Makkah,42.72,3.35,20.41,255.77,0.128,299.9
VEH-1261,Economy,Hyundai,2017,93,2023-01-08,2023-01-16,8,6,1,Riyadh,31.45,3.38,11.28,92.71,0.212,121.34
VEH-1262,Sedan,Kia,2023,128,2023-09-03,2023-09-12,9,6,9,Dammam,30.17,0.56,12.67,143.23,0.145,171.79
VEH-1263,Economy,Hyundai,2021,88,2023-10-21,2023-10-26,5,5,10,Madinah,31.29,8.03,26.5,105.02,0.21,131.08
VEH-1264,Sedan,BMW,2020,109,2023-08-12,2023-08-17,5,5,8,Tabuk,25.46,7.57,18.58,146.73,0.179,146.17
VEH-1265,Van,Toyota,2015,211,2023-09-29,2023-10-12,13,4,9,Khobar,34.58,3.99,13.67,199.43,0.222,250.1
VEH-1266,Van,Ford,2023,205,2023-02-27,2023-03-08,9,0,2,Jeddah,23.22,1.36,14.18,216.56,0.169,239.77
VEH-1267,SUV,Hyundai,2020,198,2023-12-20,2023-12-31,11,2,12,Jeddah,22.9,7.08,21.06,205.56,0.634,262.53
